Department,year,AwardPounds
Oxford Physics,2018,10466268.0
Paediatrics,2014,2211462.0
Paediatrics,2018,2825008.0
Parasitology,2014,665597.0
Parasitology,2016,405942.0
Parasitology,2018,1778599.0
Pathobiology and Population Sciences,2017,661196.0
Pathobiology and Population Sciences,2018,343403.0
Pathogen Variation,2012,1588165.0
Pathogen Variation,2017,642124.0
Pathogen Variation,2018,235897.0
Pathology,2015,3985537.0
Pathology,2016,2157988.0
Pathology,2017,1431759.0
Pathology,2018,4053591.0
Pathology and Pathogen Biology,2014,102126.0
Pathology and Pathogen Biology,2015,670635.0
Pathology and Pathogen Biology,2016,1301834.0
Pathology and Pathogen Biology,2017,1542238.0
Pathology and Pathogen Biology,2018,96667.0
Peninsula Medical School,2016,687488.0
Personal Social Services Research Unit,2014,2613207.0
Personal Social Services Research Unit,2017,161418.0
Personal Social Services Research Unit,2018,991877.0
Personnel Services,2015,1993981.0
Personnel Services,2016,5757723.0
Personnel Services,2018,5905495.0
"Pharm., Chem. & Environmental Sci., FES",2018,211418.0
Pharmaceutical Sciences,2015,404168.0
Pharmaceutical Sciences,2017,186813.0
Pharmacology,2014,1028701.0
Pharmacology,2015,1134070.0
Pharmacology,2016,1444838.0
Pharmacology,2017,881553.0
Pharmacology,2018,2717765.0
Pharmacy,2014,94126.0
Pharmacy,2015,189168.0
Pharmacy,2016,1011617.0
Pharmacy,2017,1055012.0
Pharmacy,2018,711393.0
Pharmacy and Biomolecular Sciences,2018,100602.0
Pharmacy and Pharmacology,2016,409787.0
Philos Anthrop and Film Studies,2017,55120.0
Philos Anthrop and Film Studies,2018,69026.0
Philosophy,2016,113440.0
Philosophy,2017,929790.0
Philosophy,2018,35243.0
Physical Sciences,2015,22260.0
Physical Sciences,2017,3411543.0
Physical Sciences,2018,12185251.0
Physics,2012,8551904.0
Physics,2013,8907039.0
Physics,2014,87647695.0
Physics,2015,70537363.0
Physics,2016,63045825.0
Physics,2017,96407673.0
Physics,2018,165213869.0
Physics and Astronomy,2011,12604412.0
Physics and Astronomy,2013,2451743.0
Physics and Astronomy,2014,18226230.0
Physics and Astronomy,2015,27239449.0
Physics and Astronomy,2016,32093002.0
Physics and Astronomy,2017,43595155.0
Physics and Astronomy,2018,30484145.0
Physics and Geology,2016,8800.0
Physiology Anatomy and Genetics,2014,4138390.0
Physiology Anatomy and Genetics,2015,1877915.0
Physiology Anatomy and Genetics,2016,6545218.0
Physiology Anatomy and Genetics,2017,4035046.0
Physiology Anatomy and Genetics,2018,1849847.0
Physiology Development and Neuroscience,2014,3806478.0
Physiology Development and Neuroscience,2015,2109496.0
Physiology Development and Neuroscience,2016,1038370.0
Physiology Development and Neuroscience,2017,2256684.0
Physiology Development and Neuroscience,2018,1378726.0
Physiology and Pharmacology,2015,598180.0
Physiology and Pharmacology,2016,3391922.0
Physiology and Pharmacology,2017,1121389.0
Physiology and Pharmacology,2018,1230939.0
Plant Biology & Crop Science,2018,367885.0
Plant Sciences,2013,527524.0
Plant Sciences,2014,13379453.0
Plant Sciences,2015,16990629.0
Plant Sciences,2016,7211777.0
Plant Sciences,2017,15320934.0
Plant Sciences,2018,6545651.0
Plymouth Business School,2016,586609.0
Plymouth Marine Lab,2012,357254.0
Plymouth Marine Lab,2014,2007263.0
Plymouth Marine Lab,2015,599840.0
Plymouth Marine Lab,2016,1463395.0
Plymouth Marine Lab,2017,7561803.0
Plymouth Marine Lab,2018,2235829.0
Policy and Research,2018,6225177.0
Political Economy,2017,290580.0
Political Science,2014,215277.0
Political Science,2017,357344.0
Political Science,2018,368724.0
Politics,2015,1943321.0
Politics,2016,1775292.0
Politics,2017,6985971.0
Politics,2018,855409.0
Politics Philosophy Lang & Comms Studies,2016,85705.0
Politics Philosophy Lang & Comms Studies,2017,292176.0
Politics Philosophy Lang & Comms Studies,2018,397430.0
Politics and International Relations,2016,149538.0
Politics and International Relations,2017,652325.0
Politics and International Relations,2018,89807.0
Politics and International Studies,2013,236180.0
Politics and International Studies,2014,633870.0
Politics and International Studies,2015,254769.0
Politics and International Studies,2016,1673130.0
Politics and International Studies,2017,200929.0
Politics and International Studies,2018,619960.0
"Politics, History & International Rel",2017,241253.0
"Politics, Languages and Int Studies",2015,638058.0
"Politics, Languages and Int Studies",2017,97539.0
"Politics, Philosophy & History",2018,57641.0
Pollution (Lancaster),2013,620481.0
Pollution (Wallingford),2015,693104.0
Pollution (Wallingford),2016,620155.0
Pollution (Wallingford),2017,29871.0
Pollution (Wallingford),2018,2335146.0
"Pop Health, Health Systems & Innovation",2016,151527.0
Population Health,2017,1641666.0
Population Health,2018,417157.0
Population Health and Genomics,2017,951309.0
Primary Care Health Sciences,2015,784139.0
Pro Vice Chancellors Office,2018,100000.0
Product Design and Development Research,2017,160908.0
Programmes,2017,35409.0
Protein Data Bank in Europe,2017,1557721.0
Proteomics,2017,444779.0
Proteomics Services Team,2016,388144.0
Psychiatry,2013,2241793.0
Psychiatry,2015,15448954.0
Psychiatry,2016,10432771.0
Psychiatry,2017,4937811.0
Psychiatry,2018,304884.0
Psychological Medicine,2017,572497.0
Psychological Medicine,2018,365678.0
Psychological Sciences,2014,2136313.0
Psychological Sciences,2017,638562.0
Psychological Sciences,2018,202413.0
Psychological and Behavioural Science,2018,321899.0
Psychology,2011,10987802.0
Psychology,2013,587368.0
Psychology,2014,2226504.0
Psychology,2015,14828877.0
Psychology,2016,8545843.0
Psychology,2017,8276407.0
Psychology,2018,9717985.0
Psychology and Human Development,2016,375380.0
Psychology and Human Development,2017,161295.0
Psychosis Studies,2016,489803.0
Psychosis Studies,2017,1227443.0
Psychosis Studies,2018,326857.0
Psychosocial Studies,2017,95674.0
Public Health and Policy,2015,210834.0
Public Health and Policy,2016,1948767.0
Public Health and Policy,2017,14402826.0
Public Health and Policy,2018,3331796.0
Public Health and Primary Care,2013,901136.0
Public Health and Primary Care,2016,1863965.0
Public Health and Primary Care,2017,8745172.0
Public Health and Primary Care,2018,779875.0
Pure Mathematics,2015,93133.0
Pure Mathematics,2016,201888.0
Pure Mathematics,2017,291436.0
Pure Maths and Mathematical Statistics,2014,4284462.0
Pure Maths and Mathematical Statistics,2016,3234803.0
Pure Maths and Mathematical Statistics,2017,936528.0
Pure Maths and Mathematical Statistics,2018,458635.0
Pure and Applied Chemistry,2014,2992296.0
Pure and Applied Chemistry,2015,474559.0
Pure and Applied Chemistry,2016,515810.0
Pure and Applied Chemistry,2017,1005057.0
Pure and Applied Chemistry,2018,750502.0
Quantitative Social Science,2017,156445.0
Queen's Management School,2016,344817.0
R&I office (Administration),2018,217559.0
RAL Space,2017,1166099.0
RAL Space,2018,299094.0
RDM Investigative Medicine,2014,886107.0
RDM Investigative Medicine,2015,464353.0
RDM Investigative Medicine,2016,96696.0
RDM OCDEM,2014,2469270.0
RDM OCDEM,2016,705091.0
RDM OCDEM,2017,1922361.0
RDM OCDEM,2018,2972371.0
Randall Div of Cell and Molecular Biophy,2013,3650179.0
Randall Div of Cell and Molecular Biophy,2015,2031504.0
Randall Div of Cell and Molecular Biophy,2016,2245474.0
Randall Div of Cell and Molecular Biophy,2017,995189.0
Randall Div of Cell and Molecular Biophy,2018,4111729.0
Regional Office for Southern Africa,2015,264522.0
Registrar,2016,244290.0
Registrar,2017,545480.0
Registrar and Secretary,2016,80670.0
Registrar's Department,2018,300000.0
Registry,2011,14852622.0
Registry,2014,208572.0
Registry,2015,1877739.0
Registry,2016,1880966.0
Registry,2017,4970606.0
Registry,2018,4297650.0
Remote Sensing Group,2017,257549.0
Remote Sensing Group,2018,457092.0
"Res, Enterprise & Social Partnerships",2017,106809.0
Research,2013,1083991.0
Research,2014,94126.0
Research,2015,43689941.0
Research,2016,5145808.0
Research,2017,11173978.0
Research,2018,11196261.0
Research & Enterprise Services,2018,84849.0
Research & Innovation Division,2014,69524.0
Research & Innovation Services,2012,5597800.0
Research & Innovation Services,2017,8881830.0
Research & Project Development Division,2011,15316412.0
Research & Project Development Division,2017,4731414.0
Research Business and Innovation,2017,40457.0
Research Department,2015,560433.0
Research Department,2016,612496.0
Research Department,2017,1042125.0
Research Department,2018,1935476.0
Research Directorate,2014,760760.0
Research Faculty,2016,1826872.0
Research Faculty,2017,6538378.0
Research Faculty,2018,823825.0
Research Finance,2013,68648.0
Research Finance,2014,4737688.0
Research Finance,2015,5189050.0
Research Finance,2016,8043946.0
Research Finance,2017,832960.0
Research Finance,2018,9487576.0
Research Finance Manager,2016,488820.0
Research Funding Office,2014,139048.0
Research Grant Administration,2013,449953.0
Research Grant Administration,2014,945113.0
Research Grant Administration,2015,980980.0
Research Grant Administration,2016,1509750.0
Research Grants & Contracts,2013,137296.0
Research Grants & Contracts,2014,139048.0
Research Grants & Contracts,2015,80670.0
Research Grants & Contracts,2016,81430.0
Research Grants & Contracts,2017,166592.0
Research Grants & Contracts,2018,169698.0
Research Grants and Contracts Office,2011,85141.0
Research Office,2012,23762932.0
Research Office,2014,21882695.0
Research Office,2015,8355170.0
Research Office,2016,18685582.0
Research Office,2017,8278631.0
Research Office,2018,20589254.0
Research Policy Office,2017,106856.0
Research Services,2014,6554404.0
Research Services,2015,7151924.0
Research Services,2016,13172997.0
Research Services Division,2013,7566454.0
Research Strategy and Innovation Office,2018,6234812.0
Research Student Administration,2014,3347252.0
Research Student Administration,2015,3491806.0
Research Student Administration,2016,4488852.0
Research Student Administration,2017,333184.0
Research Student Administration,2018,6608500.0
Research Student Office,2015,916227.0
Research Student Office,2016,3779368.0
Research Student Office,2017,1132625.0
Research Student Office,2018,3994354.0
Research Support,2014,2001232.0
Research Support,2015,1954797.0
Research Support,2016,4456906.0
Research Support,2017,166592.0
Research Support Office,2011,385242.0
Research Support Office,2016,244290.0
Research Support Office,2017,166592.0
Research Support Services,2011,12314100.0
Research Support Services,2014,4156136.0
Research Support Services,2015,3894893.0
Research Support Services,2016,13716324.0
Research Support Services,2017,922960.0
Research Support Services,2018,2028081.0
Research Support and Development Office,2014,139048.0
Research Support and Development Office,2015,322680.0
Research Support and Development Office,2016,1567520.0
Research Support and Development Office,2017,333184.0
Research Support and Development Office,2018,2144525.0
Research and Enterprise,2014,3012932.0
Research and Enterprise,2015,3213096.0
Research and Enterprise,2016,7166979.0
Research and Enterprise,2017,1464181.0
Research and Enterprise,2018,2126365.0
Research and Enterprise Development,2011,17312495.0
Research and Enterprise Development,2017,135930.0
Research and Enterprise Development,2018,675999.0
Research and Enterprise Office,2018,90729.0
Research and Enterprise Services,2011,11870293.0
Research and Enterprise Services,2013,68648.0
Research and Enterprise Services,2014,1507222.0
Research and Enterprise Services,2015,3486764.0
Research and Enterprise Services,2016,3889312.0
Research and Enterprise Services,2017,505837.0
Research and Enterprise Services,2018,6401803.0
Research and Faculty Office,2017,330800.0
Research and Graduate Services,2011,7834668.0
Research and Graduate Services,2012,15523196.0
Research and Graduate Services,2014,2909254.0
Research and Graduate Services,2015,2822100.0
Research and Graduate Services,2016,6184818.0
Research and Graduate Services,2017,2304653.0
Research and Graduate Services,2018,8995637.0
Research and Innovation,2014,510394.0
Research and Innovation,2015,438854.0
Research and Innovation,2016,1381646.0
Research and Innovation,2017,249889.0
Research and Innovation,2018,1027524.0
Research and Innovation Services,2013,617832.0
Research and Innovation Services,2014,5781255.0
Research and Innovation Services,2015,6072499.0
Research and Innovation Services,2016,9427250.0
Research and Innovation Services,2017,3042486.0
Research and Innovation Services,2018,1187886.0
Research and Knowledge Exchange Services,2013,411888.0
Research and Knowledge Exchange Services,2014,625716.0
Research and Knowledge Exchange Services,2015,2497183.0
Research and Knowledge Exchange Services,2016,3944646.0
Research and Knowledge Exchange Services,2017,1496861.0
Research and Knowledge Exchange Services,2018,6233524.0
Research and Learning,2017,143565.0
Research and Policy in Development RAPID,2016,258630.0
Research and Regional Services,2014,1869036.0
Research and Regional Services,2015,1966893.0
Research and Regional Services,2016,2471756.0
Research and Regional Services,2017,529989.0
Research and Regional Services,2018,2341134.0
Resrch in the Arts Soc Scs & Humanities,2015,784755.0
Reynard,2018,356870.0
Roslin Institute,2018,311384.0
Rossby Centre,2015,618218.0
Royal (Dick) School of Veterinary Scienc,2014,94126.0
Royal (Dick) School of Veterinary Scienc,2015,95042.0
Royal (Dick) School of Veterinary Scienc,2017,1452981.0
Royal (Dick) School of Veterinary Scienc,2018,1873206.0
S of Mathematical and Computer Sciences,2015,1443975.0
S of Mathematical and Computer Sciences,2016,1232181.0
S of Mathematical and Computer Sciences,2017,608462.0
S of Mathematical and Computer Sciences,2018,4101431.0
SOAS South Asia Institute,2017,576418.0
SSPP School Office,2011,7125093.0
STICERD,2015,236025.0
SUERC,2013,63808.0
SUERC,2016,88000.0
SUERC,2018,62678.0
Sainsbury Laboratory,2013,93520.0
Sainsbury Laboratory,2015,474001.0
Sainsbury Laboratory,2017,1155460.0
Sainsbury Laboratory,2018,1029555.0
Sainsbury Research Unit,2018,526172.0
Sainsbury Wellcome Centre,2015,195412.0
Sch Mechanical and Aerospace Engineering,2015,748790.0
Sch Mechanical and Aerospace Engineering,2016,989588.0
Sch Mechanical and Aerospace Engineering,2017,1745712.0
Sch Mechanical and Aerospace Engineering,2018,100984.0
"Sch Modern Languages, Literature & Cult",2017,256134.0
Sch for Culture Education and Human Dev,2017,505240.0
Sch for Policy Studies,2016,399983.0
Sch for Policy Studies,2017,362983.0
Sch for Policy Studies,2018,252467.0
Sch of  Earth & Environmental Sciences,2013,484688.0
Sch of  Earth & Environmental Sciences,2017,100616.0
Sch of  Earth & Environmental Sciences,2018,62507.0
"Sch of Aerospace, Transport & Manufact",2014,4007619.0
"Sch of Aerospace, Transport & Manufact",2015,3199852.0
"Sch of Aerospace, Transport & Manufact",2016,238567.0
"Sch of Aerospace, Transport & Manufact",2017,3474055.0
"Sch of Aerospace, Transport & Manufact",2018,7550956.0
Sch of Agriculture Policy and Dev,2015,554782.0
Sch of Agriculture Policy and Dev,2016,838456.0
Sch of Agriculture Policy and Dev,2017,2310218.0
Sch of Agriculture Policy and Dev,2018,700097.0
Sch of Anthropology & Conservation,2014,280339.0
Sch of Anthropology & Conservation,2015,231055.0
Sch of Applied Sciences,2018,303248.0
Sch of Archit Design and Built Env,2018,252035.0
Sch of Architecture and Design,2015,312276.0
Sch of Art & Design,2017,79515.0
Sch of Art Design & Architecture,2018,502041.0
"Sch of Art, Design & Architecture",2018,23176.0
Sch of Arts,2016,197976.0
Sch of Arts,2017,55509.0
Sch of Arts,2018,679140.0
Sch of Arts Media and Computer Games,2018,5310598.0
Sch of Arts and Humanities,2018,367191.0
"Sch of Arts, English and Languages",2014,787031.0
"Sch of Arts, English and Languages",2017,1789025.0
"Sch of Arts, English and Languages",2018,319530.0
Sch of Behavioural Sciences,2016,278282.0
Sch of Behavioural Sciences,2018,82308.0
Sch of Biological Sciences,2013,1939022.0
Sch of Biological Sciences,2014,17151602.0
Sch of Biological Sciences,2015,14097042.0
Sch of Biological Sciences,2016,8568955.0
Sch of Biological Sciences,2017,20541493.0
Sch of Biological Sciences,2018,11879289.0
Sch of Biological and Chemical Sciences,2014,280429.0
Sch of Biological and Chemical Sciences,2015,1021371.0
Sch of Biological and Chemical Sciences,2016,926990.0
Sch of Biological and Chemical Sciences,2017,870815.0
Sch of Biological and Chemical Sciences,2018,4731770.0
Sch of Biological and Marine Sciences,2014,567041.0
Sch of Biological and Marine Sciences,2015,805365.0
Sch of Biological and Marine Sciences,2016,772932.0
Sch of Biological and Marine Sciences,2018,401826.0
Sch of Biology,2015,481102.0
Sch of Biology,2016,1496665.0
Sch of Biology,2017,9965258.0
Sch of Biology,2018,404564.0
Sch of Biomedical Sciences,2016,400336.0
Sch of Biomedical Sciences,2017,924709.0
Sch of Biomedical Sciences,2018,1676055.0
Sch of Biomedical and Healthcare Sci,2015,308571.0
Sch of Biosciences,2013,6867430.0
Sch of Biosciences,2014,8568838.0
Sch of Biosciences,2015,17835817.0
Sch of Biosciences,2016,11933524.0
Sch of Biosciences,2017,11620599.0
Sch of Biosciences,2018,12022154.0
Sch of Built Environment,2013,970513.0
Sch of Built Environment,2018,136537.0
Sch of Built Environment & Architecture,2017,181780.0
Sch of Business Management & Economics,2013,3539214.0
Sch of Business Management & Economics,2014,1529045.0
Sch of Business Management & Economics,2015,541085.0
Sch of Business Management & Economics,2016,409878.0
Sch of Business Management & Economics,2017,163533.0
Sch of Business Management & Economics,2018,1861826.0
Sch of Chemistry,2013,10064364.0
Sch of Chemistry,2014,12046391.0
Sch of Chemistry,2015,2598439.0
Sch of Chemistry,2016,9840075.0
Sch of Chemistry,2017,13509096.0
Sch of Chemistry,2018,17383166.0
Sch of Chemistry and Chemical Eng,2015,465413.0
Sch of Chemistry and Chemical Eng,2018,1828209.0
Sch of Classics,2017,150879.0
Sch of Communication,2017,193712.0
Sch of Computer Science & Electronic Eng,2017,389956.0
Sch of Computer Science & Electronic Eng,2018,630325.0
Sch of Computing,2014,12113563.0
Sch of Computing,2015,6364989.0
Sch of Computing,2016,24010811.0
Sch of Computing,2017,1251419.0
Sch of Computing,2018,5977698.0
Sch of Computing & Intelligent Systems,2015,522976.0
Sch of Computing & Mathematical Sci,2017,100780.0
Sch of Computing and Engineering,2013,914012.0
Sch of Computing and Engineering,2015,1280389.0
Sch of Computing and Engineering,2017,10306412.0
Sch of Computing and Engineering,2018,1827564.0
"Sch of Computing, Electronics & Maths",2016,100956.0
"Sch of Computing, Electronics & Maths",2017,282295.0
"Sch of Computing, Electronics & Maths",2018,72711.0
"Sch of Computing, Engineering & Maths",2015,374416.0
"Sch of Computing, Engineering & Maths",2017,1057291.0
"Sch of Computing, Engineering & Maths",2018,803692.0
"Sch of Computing, Maths and Digital Tech",2015,317831.0
"Sch of Computing, Maths and Digital Tech",2018,669099.0
"Sch of Computing, Science & Engineering",2016,495573.0
"Sch of Computing, Science & Engineering",2018,94384.0
"Sch of Cultural Industry, Critical Study",2016,199813.0
Sch of Design,2017,196731.0
Sch of Design,2018,5521588.0
Sch of Divinity,2015,495418.0
"Sch of Economic, Social & Political Sci",2011,8119798.0
"Sch of Economic, Social & Political Sci",2014,10666622.0
"Sch of Economic, Social & Political Sci",2016,800393.0
"Sch of Economic, Social & Political Sci",2017,7088615.0
"Sch of Economic, Social & Political Sci",2018,1160770.0
Sch of Economics,2015,4838344.0
Sch of Economics,2016,623090.0
Sch of Economics,2017,2743456.0
Sch of Education,2016,550520.0
Sch of Education,2017,150316.0
Sch of Education,2018,1203460.0
Sch of Education and Lifelong Learning,2015,317843.0
Sch of Education and Lifelong Learning,2017,177369.0
Sch of Education and Social Work,2018,696681.0
Sch of Electronic Eng & Computer Science,2014,9405667.0
Sch of Electronic Eng & Computer Science,2016,2165683.0
Sch of Electronic Eng & Computer Science,2017,3902956.0
Sch of Electronic Eng & Computer Science,2018,7470455.0
"Sch of Energy, Environment and Agrifood",2017,7715063.0
"Sch of Energy, Geosci, Infrast & Society",2014,130482.0
"Sch of Energy, Geosci, Infrast & Society",2015,672118.0
"Sch of Energy, Geosci, Infrast & Society",2016,3081737.0
"Sch of Energy, Geosci, Infrast & Society",2017,1518285.0
"Sch of Energy, Geosci, Infrast & Society",2018,4272762.0
Sch of Engineering,2011,6499212.0
Sch of Engineering,2013,16351074.0
Sch of Engineering,2014,2091529.0
Sch of Engineering,2015,16699942.0
Sch of Engineering,2016,44322585.0
Sch of Engineering,2017,29484989.0
Sch of Engineering,2018,28946060.0
Sch of Engineering & Digital Arts,2014,926416.0
Sch of Engineering & Digital Arts,2015,148601.0
Sch of Engineering & Digital Arts,2016,563942.0
Sch of Engineering & Digital Arts,2017,981022.0
Sch of Engineering & Digital Arts,2018,1289915.0
Sch of Engineering and Applied Science,2014,1163889.0
Sch of Engineering and Applied Science,2015,2321346.0
Sch of Engineering and Applied Science,2017,1223609.0
Sch of Engineering and Applied Science,2018,3906190.0
Sch of Engineering and Design,2015,91132.0
Sch of Engineering and Informatics,2013,253829.0
Sch of Engineering and Informatics,2015,671813.0
Sch of Engineering and Informatics,2016,1389016.0
Sch of Engineering and Informatics,2017,302455.0
Sch of Engineering and Informatics,2018,3091815.0
Sch of Engineering and Materials Science,2014,401057.0
Sch of Engineering and Materials Science,2016,1042292.0
Sch of Engineering and Materials Science,2017,1881440.0
Sch of Engineering and Materials Science,2018,2722345.0
Sch of Engineering and Mathematical Sci,2015,491808.0
Sch of Engineering and Mathematical Sci,2016,1805084.0
Sch of Engineering and Mathematical Sci,2017,1461892.0
Sch of Engineering and Mathematical Sci,2018,1142321.0
Sch of Engineering and Physical Science,2013,8606320.0
Sch of Engineering and Physical Science,2014,10204092.0
Sch of Engineering and Physical Science,2015,6261110.0
Sch of Engineering and Physical Science,2016,11032533.0
Sch of Engineering and Physical Science,2017,17832277.0
Sch of Engineering and Physical Science,2018,7338861.0
Sch of English,2017,994464.0
Sch of English Communication and Philos,2016,1440883.0
Sch of English Communication and Philos,2018,208846.0
"Sch of English, History and Politics",2015,166418.0
Sch of Environment & Life Sciences,2013,269545.0
Sch of Environment & Life Sciences,2015,956613.0
Sch of Environment & Life Sciences,2017,110946.0
Sch of Environment and Technology,2015,345517.0
Sch of Environment and Technology,2018,169698.0
Sch of Environmental Sciences,2012,34051.0
Sch of European Culture and Languages,2016,36210.0
Sch of European Culture and Languages,2017,305252.0
Sch of European Culture and Languages,2018,201709.0
"Sch of European Languages, Culture & Soc",2017,161665.0
"Sch of Film, Media and Communication",2015,477089.0
Sch of Fine Art History of Art&Cult Stud,2017,842655.0
Sch of Forensic and Investigative Sci,2014,25740.0
Sch of Forensic and Investigative Sci,2016,190916.0
Sch of Geog Earth & Environ Sciences,2013,301198.0
Sch of Geog Earth & Environ Sciences,2015,75756.0
Sch of Geog Earth & Environ Sciences,2017,763967.0
Sch of Geog Earth & Environ Sciences,2018,716009.0
"Sch of Geog, Geol & the Environment",2014,596799.0
"Sch of Geog, Geol & the Environment",2015,1077855.0
"Sch of Geog, Geol & the Environment",2017,1458515.0
"Sch of Geog, Geol & the Environment",2018,296036.0
Sch of Geography,2013,326739.0
Sch of Geography,2014,5460345.0
Sch of Geography,2015,2571697.0
Sch of Geography,2016,1982245.0
Sch of Geography,2017,7419314.0
Sch of Geography,2018,6433792.0
Sch of Geography & Environmental Sci,2014,1179258.0
Sch of Geography & Environmental Sci,2015,940241.0
Sch of Geography & Environmental Sci,2016,46902.0
Sch of Geography & Environmental Sci,2017,7294669.0
Sch of Geography & Environmental Sci,2018,1616692.0
"Sch of Geography, Earth & Env Sciences",2013,751879.0
"Sch of Geography, Earth & Env Sciences",2014,6033391.0
"Sch of Geography, Earth & Env Sciences",2015,469121.0
"Sch of Geography, Earth & Env Sciences",2016,3984509.0
"Sch of Geography, Earth & Env Sciences",2017,2075832.0
"Sch of Geography, Earth & Env Sciences",2018,1276096.0
Sch of Geosciences,2013,8132665.0
Sch of Geosciences,2014,10299414.0
Sch of Geosciences,2015,222994.0
Sch of Geosciences,2016,3249155.0
Sch of Geosciences,2017,10687304.0
Sch of Geosciences,2018,5655568.0
Sch of Global Studies,2015,624438.0
Sch of Global Studies,2016,1758566.0
Sch of Global Studies,2018,454142.0
Sch of Health Sciences,2014,1082527.0
Sch of Health Sciences,2016,502895.0
Sch of Health Sciences,2018,1650987.0
Sch of Health Sciences and Social Work,2015,557035.0
"Sch of Hist, Anthrop, Philos & Politics",2016,139918.0
"Sch of Hist, Anthrop, Philos & Politics",2017,1316125.0
"Sch of Hist, Anthrop, Philos & Politics",2018,463835.0
Sch of Historical Studies,2017,815674.0
Sch of Historical Studies,2018,2029127.0
"Sch of Histories, Lanuages and Cultures",2017,295980.0
Sch of History,2017,501239.0
Sch of History and Anthropology,2017,556580.0
"Sch of History, Archaeology & Religion",2017,689772.0
"Sch of History, Archaeology & Religion",2018,36030.0
"Sch of History, Art History & Philosophy",2017,202418.0
"Sch of History, Classics and Archaeology",2016,818841.0
"Sch of History, Classics and Archaeology",2017,258014.0
"Sch of History, Classics and Archaeology",2018,273012.0
Sch of Human and Health Sciences,2017,4303664.0
Sch of Human and Health Sciences,2018,126340.0
Sch of Humanities,2014,808089.0
Sch of Humanities,2016,138633.0
Sch of Humanities,2017,1820846.0
Sch of Humanities,2018,638823.0
Sch of Humanities & Performing Arts,2018,263694.0
Sch of Humanities and Social Science,2018,195795.0
Sch of Informatics,2013,3956087.0
Sch of Informatics,2014,8618559.0
Sch of Informatics,2015,3117624.0
Sch of Informatics,2016,2965585.0
Sch of Informatics,2017,726605.0
Sch of Informatics,2018,4565904.0
Sch of Language and Culture,2016,172281.0
Sch of Language and Culture,2017,49881.0
"Sch of Language, Literature & Linguistic",2015,23386.0
Sch of Languages and Social Sciences,2017,83296.0
Sch of Languages and Social Sciences,2018,204547.0
"Sch of Languages, Cultures and Societies",2017,4733811.0
"Sch of Languages, Cultures and Societies",2018,486619.0
Sch of Law,2016,656177.0
Sch of Law,2017,2968667.0
Sch of Law,2018,663860.0
Sch of Law Social & Behavioural Sciences,2018,36200.0
Sch of Law and Social Justice,2011,24721145.0
Sch of Law and Social Justice,2017,7531078.0
"Sch of Law, Politics and Sociology",2017,160619.0
"Sch of Law, Politics and Sociology",2018,180514.0
Sch of Life Sciences,2013,3724657.0
Sch of Life Sciences,2015,3521483.0
Sch of Life Sciences,2016,3251240.0
Sch of Life Sciences,2017,6075727.0
Sch of Life Sciences,2018,4892587.0
Sch of Life and Health Sciences,2014,188252.0
Sch of Life and Health Sciences,2015,190084.0
Sch of Life and Health Sciences,2016,1109083.0
Sch of Life and Health Sciences,2017,635489.0
Sch of Life and Health Sciences,2018,1438757.0
Sch of Literature Languages & Culture,2017,36368.0
Sch of Literature Languages & Culture,2018,336837.0
Sch of Mathematical & Physical Sciences,2013,224310.0
Sch of Mathematical & Physical Sciences,2014,545225.0
Sch of Mathematical & Physical Sciences,2015,4870217.0
Sch of Mathematical & Physical Sciences,2017,2293358.0
Sch of Mathematical & Physical Sciences,2018,2329397.0
Sch of Mathematical Sciences,2014,354756.0
Sch of Mathematical Sciences,2015,6706435.0
Sch of Mathematical Sciences,2016,2404530.0
Sch of Mathematical Sciences,2017,1999337.0
Sch of Mathematical Sciences,2018,14072708.0
Sch of Mathematics,2014,4543507.0
Sch of Mathematics,2015,294406.0
Sch of Mathematics,2016,1983441.0
Sch of Mathematics,2017,2733378.0
Sch of Mathematics,2018,3283813.0
Sch of Mathematics and Physics,2013,4576907.0
Sch of Mathematics and Physics,2014,5402034.0
Sch of Mathematics and Physics,2015,675702.0
Sch of Mathematics and Physics,2016,1069296.0
Sch of Mathematics and Physics,2017,8455455.0
Sch of Mathematics and Physics,2018,326183.0
Sch of Maths Statistics & Actuarial Scie,2014,687886.0
Sch of Maths Statistics & Actuarial Scie,2016,301910.0
Sch of Maths Statistics & Actuarial Scie,2017,298327.0
Sch of Maths Statistics & Actuarial Scie,2018,469681.0
"Sch of Maths, Statistics and Physics",2015,691479.0
"Sch of Maths, Statistics and Physics",2016,941503.0
"Sch of Maths, Statistics and Physics",2017,1171975.0
"Sch of Maths, Statistics and Physics",2018,925414.0
Sch of Mechanical and Design Engineering,2018,465562.0
"Sch of Media, Film and Music",2016,37161.0
"Sch of Media, Film and Music",2017,787310.0
"Sch of Media, Film and Music",2018,718932.0
Sch of Medical Sciences,2013,1463941.0
Sch of Medical Sciences,2018,898747.0
Sch of Medicine,2017,260514.0
Sch of Medicine,2018,2852858.0
Sch of Medicine & Dentistry,2016,209392.0
Sch of Medicine & Dentistry,2017,100212.0
"Sch of Medicine, Medical Sci & Nutrition",2014,1210073.0
"Sch of Medicine, Medical Sci & Nutrition",2015,1120660.0
"Sch of Medicine, Medical Sci & Nutrition",2016,5272632.0
"Sch of Medicine, Medical Sci & Nutrition",2017,4002970.0
"Sch of Medicine, Medical Sci & Nutrition",2018,198068.0
