,FundingOrgName,LeadROName,Department,ProjectCategory,StartDate,EndDate,AwardPounds,Region
23369,ESRC,University of East Anglia,International Development,Research Grant,01/11/2016,31/01/2019,247981.0,East of England
23370,EPSRC,University of Oxford,Oxford Physics,Research Grant,01/12/2018,31/05/2022,195116.0,South East
23372,Innovate UK,Printed Electronics Limited,,EU-Funded,01/04/2016,31/03/2019,52060.0,East of England
23373,BBSRC,The Pirbright Institute,Avian Viral Diseases,Research Grant,05/02/2018,04/02/2021,531441.0,South East
23375,BBSRC,EMBL - European Bioinformatics Institute,Vertebrate Genomics,Research Grant,01/11/2016,31/10/2020,543721.0,East of England
23376,EPSRC,University of Nottingham,Sch of Chemistry,Research Grant,06/02/2017,05/02/2022,6486389.0,East Midlands
23378,AHRC,Aberystwyth University,International Politics,Research Grant,14/08/2018,13/08/2020,231019.0,Wales
23379,BBSRC,University of Warwick,Research Support Services,Research Grant,01/11/2017,31/03/2019,90000.0,West Midlands
23380,ESRC,University of Manchester,"Environment, Education and Development",Research Grant,01/07/2017,30/06/2020,247490.0,North West
23381,ESRC,University of Leeds,Leeds University Business School (LUBS),Research Grant,01/01/2017,31/12/2019,527577.0,Yorkshire and The Humber
23382,Innovate UK,Crown Packaging Manufacturing UK Limited,,Feasibility Studies,01/06/2017,31/05/2019,250598.0,North West
23383,EPSRC,University of Birmingham,School of Mathematics,Research Grant,01/09/2017,31/08/2020,445133.0,West Midlands
23384,EPSRC,University of Oxford,Materials,Research Grant,01/10/2017,30/09/2020,300210.0,South East
23387,EPSRC,University of Edinburgh,Sch of Engineering,Research Grant,01/12/2016,30/11/2020,528488.0,Scotland
23389,ESRC,Lancaster University,Vice-Chancellor's Office,Research Grant,01/02/2018,31/03/2019,50000.0,North West
23391,NERC,University of Exeter,Politics,Research Grant,01/05/2017,20/03/2019,70088.0,South West
23392,BBSRC,University of Leeds,School of Biomedical Sciences,Research Grant,01/12/2018,30/11/2021,480224.0,Yorkshire and The Humber
23393,AHRC,University of Birmingham,Education,Research Grant,01/01/2017,31/12/2019,616716.0,West Midlands
23394,BBSRC,National Inst of Agricultural Botany,Centre for Research,Research Grant,01/10/2017,30/09/2021,310941.0,East of England
23395,BBSRC,Queen's University of Belfast,Sch of Biological Sciences,Research Grant,31/12/2016,30/12/2019,523374.0,Northern Ireland
23396,MRC,University of Liverpool,Institute of Ageing and Chronic Disease,Research Grant,30/01/2017,29/01/2020,448441.0,North West
23397,Innovate UK,Medical Wireless Sensing Ltd,,Collaborative R&D,01/08/2017,31/07/2019,1020501.0,London
23399,NERC,University of Exeter,Biosciences,Research Grant,05/01/2015,31/08/2018,605400.0,South West
23400,ESRC,Queen's University of Belfast,Sch of Behavioural Sciences,Research Grant,01/09/2016,31/08/2019,278282.0,Northern Ireland
23401,Innovate UK,Rinicom Limited,,EU-Funded,01/05/2016,31/10/2018,178730.0,South East
23404,Innovate UK,innovate UK,,Collaborative R&D,01/06/2016,31/03/2019,223874.0,South West
23405,MRC,Cardiff University,Sch of Social Sciences,Research Grant,01/01/2014,31/12/2019,2935822.0,Wales
23407,MRC,University of Sheffield,Infection Immunity & Cardiovasc Disease,Research Grant,14/09/2015,13/05/2020,1245904.0,Yorkshire and The Humber
23409,ESRC,International Institute for Env and Dev,Natural Resources Group,Research Grant,01/10/2017,31/12/2021,5630400.0,London
23410,MRC,University of Manchester,School of Health Sciences,Research Grant,01/02/2014,31/01/2019,1158163.0,North West
23411,Innovate UK,Laurie Andrew Mark Freeman,,Collaborative R&D,01/06/2018,30/11/2018,8414.0,Unknown
23415,EPSRC,University of Southampton,School of Physics and Astronomy,Research Grant,05/02/2018,04/02/2020,246391.0,South East
23416,BBSRC,University of Oxford,Biochemistry,Research Grant,01/03/2017,29/02/2020,45530.0,South East
23420,BBSRC,University of Nottingham,Sch of Chemistry,Research Grant,01/01/2017,31/12/2019,403696.0,East Midlands
23421,NERC,University of Bristol,Chemistry,Research Grant,01/05/2017,30/04/2019,233066.0,South West
23424,EPSRC,Imperial College London,Dept of Physics,Research Grant,01/08/2017,31/07/2020,943335.0,London
23425,ESRC,University of Essex,Sociology,Research Grant,01/05/2015,31/10/2018,395707.0,East of England
23427,AHRC,University of Birmingham,School of Philosophy Theology & Religion,Research Grant,01/12/2016,30/06/2019,295892.0,West Midlands
23428,EPSRC,University of Bristol,Interface Analysis Centre,Research Grant,01/09/2015,28/02/2019,130709.0,South West
23434,ESRC,School of Oriental & African Studies,Development Studies,Fellowship,01/10/2018,30/09/2019,95922.0,London
23435,BBSRC,Imperial College London,Dept of Medicine,Research Grant,01/10/2018,30/09/2022,1028680.0,London
23437,EPSRC,University of East Anglia,Chemistry,Research Grant,13/03/2017,12/03/2019,100602.0,East of England
23438,Innovate UK,Williams Advanced Engineering Limited,,Collaborative R&D,01/10/2018,31/03/2021,5331325.0,South East
23444,NERC,Imperial College London,School of Public Health,Research Grant,02/11/2016,01/11/2019,427007.0,London
23445,NERC,University of Manchester,Life Sciences,Research Grant,01/04/2018,31/03/2021,433782.0,North West
23446,EPSRC,University of Cambridge,Physics,Research Grant,01/08/2017,31/07/2020,360615.0,East of England
23449,MRC,University of Edinburgh,Sch of Biomedical Sciences,Research Grant,01/05/2017,30/04/2020,229436.0,Scotland
23450,EPSRC,Imperial College London,Dept of Physics,Research Grant,09/07/2018,08/01/2022,767529.0,London
23454,Innovate UK,NeuDrive Limited,,Collaborative R&D,01/10/2017,31/12/2019,277696.0,North West
23455,Innovate UK,Alstom Power Ltd,,Collaborative R&D,01/09/2017,31/05/2019,670360.0,West Midlands
23456,STFC,Keele University,Faculty of Natural Sciences,Training Grant,01/10/2015,30/09/2020,216765.0,West Midlands
23457,EPSRC,Imperial College London,Materials,Training Grant,01/04/2014,30/09/2022,4153664.0,London
23458,ESRC,University of Glasgow,School of Social & Political Sciences,Research Grant,04/11/2013,02/11/2018,911715.0,Scotland
23459,Innovate UK,High Value Manufacturing Catapult,,Centres,01/04/2016,31/03/2019,264864515.0,West Midlands
23462,STFC,"Royal Holloway, University of London",Physics,Research Grant,01/04/2016,31/03/2020,99490.0,South East
23463,MRC,University of Cambridge,Cambridge Institute for Medical Research,Research Grant,01/12/2017,30/11/2020,463419.0,East of England
23464,MRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/06/2014,31/05/2019,1786003.0,Scotland
23467,MRC,Swansea University,College of Human and Health Sciences,Research Grant,01/07/2018,30/09/2019,126600.0,Wales
23468,Innovate UK,Offshore Renewable Energy Catapult,,CRD,01/11/2018,31/03/2019,30000.0,Scotland
23469,EPSRC,University College London,Medical Physics and Biomedical Eng,Fellowship,25/06/2018,24/06/2021,582275.0,London
23470,NERC,University of Leeds,Sch of Chemistry,Fellowship,01/08/2014,31/07/2019,515713.0,Yorkshire and The Humber
23471,EPSRC,University of Edinburgh,College of Science and Engineering,Training Grant,01/10/2017,30/09/2022,666368.0,Scotland
23472,EPSRC,University College London,Medical Physics and Biomedical Eng,Other Grant,01/07/2017,30/06/2020,330216.0,London
23475,Innovate UK,Haydale Composite Solutions Limited,,Collaborative R&D,01/12/2017,30/11/2018,182622.0,East Midlands
23476,Innovate UK,Jellagen Pty Ltd,,Feasibility Studies,01/08/2017,31/03/2019,329088.0,Scotland
23477,MRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/06/2018,31/05/2021,612992.0,Scotland
23478,Innovate UK,Omnia(Cs) Limited,,Collaborative R&D,01/07/2018,31/12/2019,754633.0,East Midlands
23482,NERC,Institute of Research for Development,LTHE (Lab of Hydro Transfers and Env),Research Grant,01/07/2015,30/06/2019,188433.0,Outside UK
23485,ESRC,University of Leeds,Sch of Geography,Training Grant,01/04/2018,31/03/2020,8357.0,Yorkshire and The Humber
23491,EPSRC,Coventry University,Ctr for Flow Measure & Fluid Mechanics,Research Grant,01/07/2018,31/12/2019,100987.0,West Midlands
23492,EPSRC,Leeds Metropolitan University,Built Environment and Engineering,Research Grant,17/12/2015,28/09/2018,301001.0,Yorkshire and The Humber
23496,NERC,Zoological Soc London Inst of Zoology,Institute of Zoology,Research Grant,01/02/2015,30/09/2018,278806.0,London
23498,MRC,University of Oxford,Clinical Trial Service Unit,Research Grant,01/11/2018,30/04/2020,185391.0,South East
23499,BBSRC,University of Dundee,School of Life Sciences,Research Grant,01/10/2018,30/09/2020,318088.0,Scotland
23500,Innovate UK,Almac Diagnostics Limited,,Collaborative R&D,01/08/2018,31/07/2021,500000.0,Northern Ireland
23504,EPSRC,Heriot-Watt University,S of Mathematical and Computer Sciences,Research Grant,01/06/2016,31/05/2020,520418.0,Scotland
23505,EPSRC,University of Warwick,Research Support Services,Training Grant,01/10/2014,30/09/2018,3172999.0,West Midlands
23506,BBSRC,University of Manchester,School of Biological Sciences,Research Grant,02/10/2017,01/10/2020,494426.0,North West
23508,BBSRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/05/2017,31/10/2019,594981.0,Scotland
23509,EPSRC,University of Glasgow,School of Computing Science,Research Grant,01/11/2017,31/10/2020,353252.0,Scotland
23511,BBSRC,University College London,Institute of Ophthalmology,Research Grant,01/04/2016,28/02/2020,519024.0,London
23512,Innovate UK,Q-BOT Limited,,Collaborative R&D,01/10/2017,31/12/2018,275996.0,London
23513,AHRC,University of Reading,Archaeology,Research Grant,01/10/2018,30/09/2022,832520.0,South East
23514,BBSRC,University of Birmingham,Immunity and Infection,Research Grant,29/08/2014,28/08/2019,1051509.0,West Midlands
23518,BBSRC,Queen's University of Belfast,Centre for Experimental Medicine,Research Grant,01/06/2017,31/05/2020,497507.0,Northern Ireland
23519,EPSRC,Lancaster University,Vice-Chancellor's Office,Training Grant,01/10/2018,30/09/2023,254547.0,North West
23520,ESRC,University of Southampton,School of Ocean and Earth Science,Research Grant,02/11/2015,07/10/2019,162143.0,South East
23522,NERC,Keele University,Faculty of Natural Sciences,Research Grant,02/03/2015,30/09/2018,351386.0,West Midlands
23528,EPSRC,University of Exeter,Engineering Computer Science and Maths,Research Grant,01/10/2017,30/06/2019,101147.0,South West
23530,BBSRC,University of Manchester,Chemistry,Fellowship,31/03/2016,30/03/2021,927673.0,North West
23533,NC3Rs,University of Manchester,Medical and Human Sciences,Fellowship,12/01/2017,12/04/2019,118325.0,North West
23534,EPSRC,University of Leeds,Sch of Chemistry,Research Grant,08/05/2017,07/05/2020,574490.0,Yorkshire and The Humber
23536,BBSRC,University of Edinburgh,MRC Centre for Reproductive Health,Research Grant,01/12/2018,30/11/2021,556790.0,Scotland
23537,STFC,University of Exeter,Physics,Training Grant,01/10/2017,30/09/2021,160896.0,South West
23538,BBSRC,University of Glasgow,"College of Medical, Veterinary &Life Sci",Training Grant,01/10/2016,30/09/2020,96696.0,Scotland
23539,EPSRC,University of Strathclyde,Electronic and Electrical Engineering,Training Grant,01/04/2014,30/09/2022,3893966.0,Scotland
23540,EPSRC,University of Liverpool,Mathematical Sciences,Fellowship,01/09/2017,30/09/2019,182325.0,North West
23541,BBSRC,University of York,Biology,Research Grant,07/07/2015,06/07/2020,2738492.0,Yorkshire and The Humber
23542,BBSRC,Imperial College London,Life Sciences,Research Grant,01/05/2018,30/04/2021,43412.0,London
23544,EPSRC,University of Liverpool,"Mech, Materials & Aerospace Engineering",Training Grant,01/10/2014,31/03/2023,4114537.0,North West
23547,NERC,University of Exeter,Geography,Research Grant,01/01/2016,31/12/2018,600824.0,South West
23550,EPSRC,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,01/09/2015,28/02/2019,570518.0,South East
23551,Innovate UK,Far UK Ltd,,Collaborative R&D,01/01/2018,31/12/2020,731386.0,East Midlands
23552,NERC,National Oceanography Centre,Science and Technology,Research Grant,01/07/2015,29/09/2019,715225.0,South East
23553,EPSRC,University of Liverpool,"Mech, Materials & Aerospace Engineering",Research Grant,14/12/2015,13/10/2018,290216.0,North West
23555,AHRC,Brunel University,Design,Research Grant,01/10/2018,30/09/2021,202323.0,London
23556,STFC,University of Sussex,Sch of Mathematical & Physical Sciences,Research Grant,01/10/2017,30/09/2019,72368.0,South East
23561,BBSRC,University of Manchester,School of Biological Sciences,Research Grant,22/02/2016,22/07/2019,450766.0,North West
23562,EPSRC,University of Glasgow,College of Science and Engineering,Research Grant,01/12/2017,30/11/2019,225535.0,Scotland
23563,BBSRC,University of Reading,Sch of Biological Sciences,Research Grant,19/01/2017,18/01/2020,506416.0,South East
23564,EPSRC,University of Leeds,Chemical and Process Engineering,Research Grant,01/09/2018,04/11/2020,305734.0,Yorkshire and The Humber
23566,EPSRC,University of Sheffield,Chemical & Biological Engineering,Research Grant,30/04/2015,31/08/2018,315475.0,Yorkshire and The Humber
23568,BBSRC,University of Oxford,Zoology,Fellowship,31/03/2014,30/09/2019,1075910.0,South East
23569,BBSRC,University of Cambridge,Genetics,Research Grant,01/07/2017,30/06/2020,597726.0,East of England
23571,Innovate UK,Toolroom Technology Limited,,Collaborative R&D,01/03/2018,29/02/2020,766946.0,South East
23572,EPSRC,University of Cambridge,Engineering,Research Grant,01/04/2015,30/09/2018,603424.0,East of England
23578,Innovate UK,Act Blade Limited,,Feasibility Studies,01/03/2017,30/06/2018,1021267.0,Scotland
23579,BBSRC,University of Sheffield,Chemistry,Research Grant,01/05/2018,30/04/2021,475898.0,Yorkshire and The Humber
23582,STFC,University of Liverpool,Physics,Research Grant,01/05/2018,30/04/2020,77544.0,North West
23583,ESRC,Aston University,Sch of Life and Health Sciences,Research Grant,01/09/2016,31/08/2019,329960.0,West Midlands
23587,NERC,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,31/03/2016,31/12/2019,451912.0,Scotland
23589,AHRC,University of London,Inst of English Studies,Research Grant,31/12/2013,31/08/2018,782409.0,London
23590,EPSRC,University of St Andrews,Physics and Astronomy,Research Grant,01/08/2018,31/07/2020,1420124.0,Scotland
23591,EPSRC,University of Southampton,Faculty of Engineering & the Environment,Training Grant,01/05/2014,31/10/2022,3110923.0,South East
23593,Innovate UK,Dynamic Vision Systems Limited,,Feasibility Studies,01/02/2018,31/01/2019,104244.0,Yorkshire and The Humber
23595,NC3Rs,Newcastle University,Institute of Neuroscience,Research Grant,01/09/2016,31/08/2019,214564.0,North East
23601,AHRC,University of Cambridge,Anglo-Saxon Norse and Celtic,Research Grant,01/01/2017,31/12/2019,726696.0,East of England
23603,Innovate UK,Lucideon Limited,,Feasibility Studies,01/05/2018,31/03/2019,152786.0,West Midlands
23606,NERC,University College London,"Bartlett Sch of Env, Energy & Resources",Fellowship,15/08/2016,14/08/2021,586230.0,London
23609,EPSRC,University of Cambridge,Applied Maths and Theoretical Physics,Research Grant,03/01/2017,02/11/2019,136077.0,East of England
23611,NERC,NERC Centre for Ecology and Hydrology,Directors and Science Coordinators,Research Grant,01/11/2014,31/03/2020,2085781.0,South East
23612,ESRC,Institute for Financial Management & Res,Jameel Poverty Action Lab (J-PAL) S Asia,Research Grant,01/03/2016,31/08/2018,565728.0,Outside UK
23614,EPSRC,University of Liverpool,Physics,Research Grant,01/04/2017,31/03/2021,667268.0,North West
23615,NERC,National Oceanography Centre,Science and Technology,Research Grant,02/10/2017,01/10/2021,1050486.0,South East
23617,MRC,Imperial College London,Dept of Medicine,Research Grant,01/06/2016,31/05/2019,437695.0,London
23618,MRC,University of Bristol,Clinical Veterinary Science,Research Grant,01/04/2017,31/03/2020,604167.0,South West
23620,Innovate UK,Erlang Solutions Ltd,,EU-Funded,01/03/2016,28/02/2019,283539.0,London
23621,NERC,University of Exeter,Geography,Research Grant,06/10/2014,05/04/2020,624280.0,South West
23622,Innovate UK,In-Cycle Ltd,,CRD,01/12/2018,30/11/2019,181508.0,East Midlands
23623,EPSRC,University of Southampton,Research and Innovation Services,Training Grant,01/10/2015,30/09/2019,5427139.0,South East
23624,Innovate UK,Renishaw P L C,,Collaborative R&D,01/10/2017,31/03/2019,840093.0,South West
23625,BBSRC,University of Nottingham,Sch of Biosciences,Research Grant,19/06/2017,18/06/2020,501798.0,East Midlands
23626,ESRC,School of Oriental & African Studies,Financial and Management Studies,Research Grant,01/04/2017,31/03/2021,2062615.0,London
23627,Innovate UK,The Science and Technology Facilities Council,,Knowledge Transfer Partnership,01/01/2016,30/11/2019,41201.0,
23630,ESRC,University of Reading,Sch of Agriculture Policy and Dev,Research Grant,01/12/2018,30/11/2021,279589.0,South East
23636,STFC,University of Surrey,Mathematics,Training Grant,01/10/2018,30/09/2022,72711.0,South East
23637,BBSRC,Imperial College London,Life Sciences,Training Grant,01/10/2017,30/09/2021,106212.0,London
23638,EPSRC,University College London,Ear Institute,Research Grant,01/06/2018,31/05/2023,1895192.0,London
23640,NERC,University of Leicester,Geography,Research Grant,01/12/2018,31/07/2019,31227.0,East Midlands
23643,BBSRC,University of East Anglia,Sainsbury Laboratory,Fellowship,01/04/2018,31/03/2021,303845.0,East of England
23645,ESRC,University of Exeter,Sch of Education and Lifelong Learning,Research Grant,01/06/2017,30/04/2019,177369.0,South West
23646,EPSRC,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,01/02/2015,31/01/2020,2508175.0,South East
23647,EPSRC,Newcastle University,Sch of Computing,Research Grant,01/06/2016,31/05/2020,965298.0,North East
23648,NERC,University of Manchester,Earth Atmospheric and Env Sciences,Research Grant,01/10/2013,31/07/2018,783540.0,North West
23650,BBSRC,Manchester Metropolitan University,School of Science and the Environment,Fellowship,05/09/2016,04/04/2019,248545.0,North West
23651,ESRC,University of Strathclyde,Social Policy,Research Grant,01/09/2018,31/08/2021,630877.0,Scotland
23655,EPSRC,University of Birmingham,School of Chemistry,Research Grant,01/10/2017,30/09/2020,754394.0,West Midlands
23657,MRC,University of Kent,Sch of Biosciences,Research Grant,07/09/2015,05/09/2019,332186.0,South East
23658,ESRC,University of Reading,Int Capital Market Association Ctr,Research Grant,01/10/2016,30/09/2020,427662.0,South East
23659,Innovate UK,Crystec Limited,,Collaborative R&D,01/04/2017,31/12/2019,723588.0,Yorkshire and The Humber
23660,ESRC,University of Birmingham,Law School,Research Grant,01/05/2017,31/05/2019,216284.0,West Midlands
23661,EPSRC,University of East Anglia,Graduate Office,Training Grant,01/10/2015,30/04/2020,468691.0,East of England
23662,ESRC,University of Birmingham,Economics,Research Grant,01/06/2018,31/05/2020,190154.0,West Midlands
23664,AHRC,University of Kent,Sch of European Culture and Languages,Research Grant,01/06/2017,31/05/2019,305252.0,South East
23665,AHRC,Coventry University,VC Office,Research Grant,17/01/2017,16/01/2019,80640.0,West Midlands
23667,EPSRC,King's College London,Informatics,Fellowship,20/07/2014,19/07/2019,953404.0,London
23669,BBSRC,Cardiff University,Chemistry,Research Grant,01/11/2018,31/10/2020,551215.0,Wales
23670,NERC,University of Bristol,Earth Sciences,Research Grant,01/07/2018,30/06/2021,431953.0,South West
23672,STFC,Lancaster University,Physics,Research Grant,01/01/2016,31/03/2019,42609.0,North West
23676,BBSRC,University of Plymouth,Sch of Biological and Marine Sciences,Research Grant,01/12/2018,30/11/2021,294981.0,South West
23677,EPSRC,University of Cambridge,Engineering,Research Grant,01/11/2017,31/10/2021,2031830.0,East of England
23680,EPSRC,Northumbria University,"Fac of Arts, Design and Social Sciences",Research Grant,01/09/2018,31/08/2021,191409.0,North East
23681,ESRC,Lancaster University,Economics,Research Grant,01/01/2018,30/09/2019,161224.0,North West
23682,EPSRC,University College London,Electronic and Electrical Engineering,Research Grant,01/04/2017,31/03/2020,734905.0,London
23685,NERC,University of Leicester,National Centre for Earth Observation,Research Grant,01/04/2018,31/03/2023,175202.0,East Midlands
23686,EPSRC,University College London,Electronic and Electrical Engineering,Research Grant,01/08/2018,30/09/2021,368844.0,London
23688,BBSRC,University of Warwick,Chemistry,Research Grant,19/10/2015,18/10/2020,244880.0,West Midlands
23689,Innovate UK,Tevva Motors Limited,,Collaborative R&D,01/04/2017,30/09/2019,1099231.0,East of England
23690,ESRC,University of Nottingham,Sch of Politics & International Relation,Research Grant,01/03/2018,31/03/2019,71369.0,East Midlands
23691,Innovate UK,Airbus Operations Limited,,BIS-Funded Programmes,01/04/2017,31/03/2020,8040025.0,South West
23692,NERC,University of Manchester,Earth Atmospheric and Env Sciences,Research Grant,30/09/2014,29/09/2019,71814.0,North West
23693,Innovate UK,Nedra Limited,,Feasibility Studies,01/07/2018,30/06/2019,244377.0,Unknown
23694,BBSRC,University of Reading,Food and Nutritional Sciences,Research Grant,03/01/2017,02/01/2022,1541350.0,South East
23695,MRC,University of Oxford,Weatherall Inst of Molecular Medicine,Fellowship,03/10/2017,02/10/2020,254101.0,South East
23697,EPSRC,Imperial College London,Dept of Physics,Research Grant,01/09/2017,31/08/2020,408908.0,London
23700,NERC,University of East Anglia,Environmental Sciences,Research Grant,01/07/2012,31/03/2019,884349.0,East of England
23701,EPSRC,Loughborough University,Research Student Office,Training Grant,01/10/2016,30/09/2021,3779368.0,East Midlands
23703,ESRC,University of Manchester,Law,Research Grant,01/06/2016,30/09/2019,437727.0,North West
23704,BBSRC,University of Bath,Biology and Biochemistry,Research Grant,01/10/2018,30/09/2021,388116.0,South West
23706,MRC,University of Leeds,Sch of Molecular & Cellular Biology,Research Grant,01/04/2018,31/03/2021,495159.0,Yorkshire and The Humber
23709,STFC,University of Cambridge,Institute of Astronomy,Training Grant,01/10/2017,30/09/2021,596312.0,East of England
23710,ESRC,University of Liverpool,Communication and Media,Research Grant,07/04/2018,06/04/2021,206324.0,North West
23711,AHRC,University of York,Archaeology,Research Grant,01/12/2017,01/03/2019,76594.0,Yorkshire and The Humber
23715,STFC,Imperial College London,Dept of Physics,Research Grant,01/10/2018,30/09/2020,21255.0,London
23716,MRC,University of Nottingham,School of Medicine,Research Grant,18/04/2016,31/10/2018,615065.0,East Midlands
23719,EPSRC,The Faraday Institution,Grants Administration,Training Grant,01/07/2018,31/03/2021,1964815.0,Unknown
23720,MRC,University of Warwick,Statistics,Research Grant,01/12/2017,30/11/2020,328474.0,West Midlands
23721,NERC,NERC Centre for Ecology and Hydrology,Hydro-climate Risks,Research Grant,09/01/2017,08/01/2020,254062.0,South East
23722,EPSRC,University of Edinburgh,Sch of Physics and Astronomy,Research Grant,01/04/2017,31/03/2021,639300.0,Scotland
23723,MRC,King's College London,Social Genetic and Dev Psychiatry Centre,Fellowship,01/07/2017,31/03/2021,314531.0,London
23726,EPSRC,University of Nottingham,Faculty of Engineering,Research Grant,01/02/2013,31/01/2019,2364079.0,East Midlands
23727,EPSRC,"Queen Mary, University of London",Sch of Mathematical Sciences,Research Grant,01/02/2018,31/05/2021,634828.0,London
23728,EPSRC,Imperial College London,Dept of Mathematics,Research Grant,01/11/2015,31/10/2018,315611.0,London
23732,Innovate UK,Fluidly Limited,,Feasibility Studies,01/04/2018,31/12/2018,69829.0,Unknown
23733,BBSRC,University of Bristol,Biochemistry,Fellowship,01/12/2015,30/11/2020,709409.0,South West
23734,BBSRC,Liverpool John Moores University,Sport and Exercise Sciences,Training Grant,01/11/2016,31/10/2020,96696.0,North West
23735,BBSRC,University of Nottingham,Faculty of Engineering,Training Grant,01/10/2018,30/09/2022,99034.0,East Midlands
23738,NERC,University College London,Earth Sciences,Research Grant,10/09/2018,09/09/2021,427414.0,London
23739,BBSRC,University of Manchester,School of Biological Sciences,Research Grant,01/01/2018,31/12/2020,457362.0,North West
23740,ESRC,Newcastle University,Geography Politics and Sociology,Research Grant,01/10/2018,30/09/2020,303621.0,North East
23742,MRC,Queen's University of Belfast,Centre for Public Health,Fellowship,14/02/2018,13/02/2021,279158.0,Northern Ireland
23744,EPSRC,University of Sheffield,Electronic and Electrical Engineering,Research Grant,01/08/2016,31/07/2019,540604.0,Yorkshire and The Humber
23748,NERC,University of Southampton,School of Ocean and Earth Science,Research Grant,04/09/2017,03/03/2020,291066.0,South East
23751,ESRC,University of Edinburgh,Sch of Social and Political Science,Research Grant,01/04/2017,31/12/2019,348301.0,Scotland
23752,ESRC,University of Sheffield,Politics,Fellowship,01/03/2018,31/08/2019,90117.0,Yorkshire and The Humber
23754,EPSRC,University of Bristol,Faculty of Science,Fellowship,04/07/2016,03/07/2021,488452.0,South West
23756,AHRC,University of Oxford,History Faculty,Research Grant,09/06/2018,08/06/2019,80647.0,South East
23758,NERC,NERC British Antarctic Survey,Science Programmes,Research Grant,01/06/2016,31/05/2019,630659.0,East of England
23760,AHRC,University of Huddersfield,Sch of Music Humanities & Media,Research Grant,12/03/2018,30/06/2019,80510.0,Yorkshire and The Humber
23761,AHRC,University of Sussex,"Sch of Media, Film and Music",Research Grant,01/04/2017,31/12/2021,787310.0,South East
23762,EPSRC,University of Nottingham,Sch of Mathematical Sciences,Research Grant,01/12/2016,30/11/2019,319511.0,East Midlands
23763,BBSRC,University of Bristol,Physiology and Pharmacology,Research Grant,01/01/2017,31/12/2019,411555.0,South West
23765,EPSRC,Newcastle University,"Sch of Maths, Statistics and Physics",Research Grant,01/10/2017,30/09/2020,241188.0,North East
23768,EPSRC,Cardiff University,Sch of Engineering,Research Grant,01/10/2015,30/03/2019,314172.0,Wales
23771,NERC,NERC British Antarctic Survey,Science Programmes,Research Grant,01/01/2017,31/12/2020,409867.0,East of England
23772,Innovate UK,Cog-Neuro Speech Therapy Limited,,Feasibility Studies,01/10/2018,31/03/2019,55535.0,Unknown
23773,EPSRC,University of Strathclyde,Inst of Pharmacy and Biomedical Sci,Training Grant,01/07/2012,30/06/2019,4348959.0,Scotland
23774,EPSRC,University of Manchester,Materials,Research Grant,01/11/2018,31/10/2020,1006680.0,North West
23776,BBSRC,King's College London,Pharmaceutical Sciences,Training Grant,01/10/2015,30/09/2019,103042.0,London
23777,EPSRC,University of Warwick,Chemistry,Research Grant,28/09/2012,27/09/2022,7425950.0,West Midlands
23778,EPSRC,Cranfield University,"Sch of Aerospace, Transport & Manufact",Research Grant,01/12/2017,31/05/2021,930494.0,East of England
23780,NERC,National Oceanography Centre,Science and Technology,Research Grant,03/04/2017,02/04/2021,431600.0,South East
23781,Innovate UK,Aixtron Limited,,Collaborative R&D,01/04/2018,31/03/2020,200796.0,East of England
23782,Innovate UK,University of York,,Knowledge Transfer Partnership,01/08/2017,31/07/2019,82162.0,Yorkshire and The Humber
23784,EPSRC,University of Warwick,Mathematics,Research Grant,01/10/2018,31/03/2022,442957.0,West Midlands
23787,EPSRC,University of Liverpool,Chemistry,Research Grant,01/05/2015,31/08/2018,382695.0,North West
23793,Innovate UK,Nanoflex Limited,,Collaborative R&D,01/10/2018,31/03/2021,340865.0,North West
23794,ESRC,Cardiff University,Cardiff Business School,Research Grant,01/01/2017,31/12/2019,264950.0,Wales
23796,BBSRC,University of Leeds,Sch of Chemistry,Research Grant,04/04/2018,03/10/2019,212173.0,Yorkshire and The Humber
23797,BBSRC,Newcastle University,Inst for Cell and Molecular Biosciences,Research Grant,01/10/2015,30/09/2020,454985.0,North East
23799,BBSRC,Aston University,Sch of Life and Health Sciences,Research Grant,01/04/2016,31/03/2019,349233.0,West Midlands
23801,NERC,University of Reading,Walker Institute,Research Grant,01/11/2018,29/02/2020,249556.0,South East
23802,EPSRC,University of Edinburgh,Sch of Biological Sciences,Research Grant,01/06/2016,31/05/2019,83514.0,Scotland
23804,EPSRC,The Faraday Institution,Grants Administration,Research Grant,01/01/2018,30/06/2021,55688423.0,Unknown
23806,Innovate UK,Cell and Gene Therapy Catapult,,Collaborative R&D,01/06/2018,31/03/2021,1499198.0,Unknown
23807,NERC,Imperial College London,Life Sciences,Fellowship,15/06/2015,14/06/2020,511116.0,London
23812,STFC,University of Exeter,Physics,Training Grant,01/10/2018,30/09/2022,150664.0,South West
23814,MRC,University of Leicester,Biochemistry,Research Grant,01/10/2016,30/09/2019,920040.0,East Midlands
23815,EPSRC,University College London,Chemistry,Research Grant,01/07/2017,30/06/2020,272315.0,London
