,Provider_Name,Value,Year
1379,BISHOP BURTON COLLEGE,"993,023",2015
1380,BLACKBURN COLLEGE,"1,371,595",2015
1381,BLACKPOOL AND THE FYLDE COLLEGE,"2,662,827",2015
1382,BMC (BROOKSBY MELTON COLLEGE),"178,020",2015
1383,BOLTON COLLEGE,"148,194",2015
1384,BOSTON COLLEGE,"115,361",2015
1385,THE BOURNEMOUTH AND POOLE COLLEGE,"453,873",2015
1386,BOURNVILLE COLLEGE,"124,857",2015
1387,BRADFORD COLLEGE,"1,682,902",2015
1388,BRIDGWATER COLLEGE,"411,249",2015
1389,BROCKENHURST COLLEGE,"53,011",2015
1390,BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION,"228,304",2015
1391,BROOKLANDS COLLEGE,"55,477",2015
1392,BURNLEY COLLEGE,"603,964",2015
1393,BURTON AND SOUTH DERBYSHIRE COLLEGE,"18,179",2015
1394,BURY COLLEGE,"45,830",2015
1395,CALDERDALE COLLEGE,"206,175",2015
1396,CAMBRIDGE REGIONAL COLLEGE,"4,711",2015
1397,CANTERBURY COLLEGE,"251,116",2015
1398,CARDINAL NEWMAN COLLEGE,"24,338",2015
1399,CARLISLE COLLEGE,"87,666",2015
1400,CARSHALTON COLLEGE,"90,739",2015
1401,CENTRAL BEDFORDSHIRE COLLEGE,"53,855",2015
1402,CENTRAL COLLEGE NOTTINGHAM,"332,086",2015
1403,CENTRAL SUSSEX COLLEGE,"219,570",2015
1404,CHESTERFIELD COLLEGE,"415,724",2015
1405,CHICHESTER COLLEGE,"363,532",2015
1406,CIRENCESTER COLLEGE,"17,565",2015
1407,CITY AND ISLINGTON COLLEGE,"196,863",2015
1408,CITY COLLEGE BRIGHTON AND HOVE,"108,858",2015
1409,CITY COLLEGE COVENTRY,"33,407",2015
1410,CITY COLLEGE NORWICH,"631,106",2015
1411,CITY COLLEGE PLYMOUTH,"163,293",2015
1412,CITY OF BRISTOL COLLEGE,"470,955",2015
1413,THE CITY OF LIVERPOOL COLLEGE,"337,677",2015
1414,CITY OF WESTMINSTER COLLEGE,"294,256",2015
1415,CITY OF WOLVERHAMPTON COLLEGE,"109,548",2015
1416,CLEVELAND COLLEGE OF ART AND DESIGN,"333,595",2015
1417,COLCHESTER INSTITUTE,"293,347",2015
1418,CORNWALL COLLEGE,"1,258,072",2015
1419,CRAVEN COLLEGE,"272,494",2015
1420,CROYDON COLLEGE,"273,028",2015
1421,DEARNE VALLEY COLLEGE,"155,602",2015
1422,DERBY COLLEGE,"225,561",2015
1423,DONCASTER COLLEGE,"617,040",2015
1424,DUDLEY COLLEGE,"260,179",2015
1425,"EALING, HAMMERSMITH & WEST LONDON COLLEGE","112,610",2015
1426,EAST BERKSHIRE COLLEGE,"55,308",2015
1427,EAST RIDING COLLEGE,"112,133",2015
1428,EAST SURREY COLLEGE,"150,536",2015
1429,EASTLEIGH COLLEGE,"89,735",2015
1430,EXETER COLLEGE,"311,733",2015
1431,FAREHAM COLLEGE,"94,647",2015
1432,FARNBOROUGH COLLEGE OF TECHNOLOGY,"297,560",2015
1433,FURNESS COLLEGE,"181,590",2015
1434,GATESHEAD COLLEGE,"446,051",2015
1435,GLOUCESTERSHIRE COLLEGE,"386,345",2015
1436,GRANTHAM COLLEGE,"33,099",2015
1437,GRIMSBY INSTITUTE OF FURTHER AND HIGHER EDUCATION,"1,287,264",2015
1438,GUILDFORD COLLEGE,"508,678",2015
1439,HADLOW COLLEGE,"68,975",2015
1440,HALESOWEN COLLEGE,"103,704",2015
1441,"THE COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON","81,151",2015
1442,HARLOW COLLEGE,"57,366",2015
1443,HARROW COLLEGE,"70,159",2015
1444,HARTPURY COLLEGE,"875,412",2015
1445,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"610,112",2015
1446,HEART OF WORCESTERSHIRE COLLEGE,"1,304,135",2015
1447,HENLEY COLLEGE COVENTRY,"204,817",2015
1448,HEREFORD COLLEGE OF ARTS,"166,060",2015
1449,HEREFORDSHIRE AND LUDLOW COLLEGE,"21,108",2015
1450,HERTFORD REGIONAL COLLEGE,"9,391",2015
1451,HIGHBURY COLLEGE PORTSMOUTH,"157,277",2015
1452,HOLY CROSS COLLEGE,"205,020",2015
1453,HOPWOOD HALL COLLEGE,"226,696",2015
1454,HUGH BAIRD COLLEGE,"219,760",2015
1455,HULL COLLEGE,"994,907",2015
1456,HUNTINGDONSHIRE REGIONAL COLLEGE,"48,482",2015
1457,KENDAL COLLEGE,"72,949",2015
1458,KENSINGTON AND CHELSEA COLLEGE,"61,171",2015
1459,KING EDWARD VI COLLEGE NUNEATON,"6,447",2015
1460,KING EDWARD VI COLLEGE STOURBRIDGE,"5,267",2015
1461,KINGSTON COLLEGE,"365,562",2015
1462,KINGSTON MAURWARD COLLEGE,"131,559",2015
1463,KIRKLEES COLLEGE,"386,375",2015
1464,KNOWSLEY COMMUNITY COLLEGE,"52,729",2015
1465,LAKES COLLEGE WEST CUMBRIA,"459,602",2015
1466,LANCASTER AND MORECAMBE COLLEGE,"86,433",2015
1467,LEEDS CITY COLLEGE,"1,116,893",2015
1468,LEEDS COLLEGE OF BUILDING,"285,064",2015
1469,LEICESTER COLLEGE,"473,415",2015
1470,LEWISHAM SOUTHWARK COLLEGE,"138,057",2015
1471,LINCOLN COLLEGE,"399,064",2015
1472,LOUGHBOROUGH COLLEGE,"616,573",2015
1473,MACCLESFIELD COLLEGE,"125,276",2015
1474,THE MANCHESTER COLLEGE,"1,141,045",2015
1475,MID-CHESHIRE COLLEGE,"313,473",2015
1476,MID-KENT COLLEGE,"448,512",2015
1477,MILTON KEYNES COLLEGE,"94,591",2015
1478,MOULTON COLLEGE,"417,487",2015
1479,MYERSCOUGH COLLEGE,"161,043",2015
1480,NCG,"2,293,942",2015
1481,NEW COLLEGE DURHAM,"809,803",2015
1482,NEW COLLEGE NOTTINGHAM (NCN),"492,785",2015
1483,NEW COLLEGE PONTEFRACT,"15,399",2015
1484,NEW COLLEGE STAMFORD,"244,346",2015
1485,NEW COLLEGE SWINDON,"87,996",2015
1486,NEW COLLEGE TELFORD,"20,516",2015
1487,NEWBURY COLLEGE,"177,630",2015
1488,NEWHAM COLLEGE OF FURTHER EDUCATION,"476,517",2015
1489,NORTH EAST SURREY COLLEGE OF TECHNOLOGY (NESCOT),"414,165",2015
1490,NORTH HERTFORDSHIRE COLLEGE,"51,149",2015
1491,NORTH KENT COLLEGE,"62,474",2015
1492,NORTH LINDSEY COLLEGE,"921,391",2015
1493,NORTH WARWICKSHIRE AND HINCKLEY COLLEGE,"344,631",2015
1494,THE COLLEGE OF NORTH WEST LONDON,"171,826",2015
1495,NORTHAMPTON COLLEGE,"47,179",2015
1496,NORTHBROOK COLLEGE SUSSEX,"689,148",2015
1497,NORTHUMBERLAND COLLEGE,"285,127",2015
1498,OAKLANDS COLLEGE,"100,782",2015
1499,THE OLDHAM COLLEGE,"221,281",2015
1500,PETER SYMONDS COLLEGE,"81,266",2015
1501,PETERBOROUGH REGIONAL COLLEGE,"158,667",2015
1502,PETROC,"33,725",2015
1503,PLUMPTON COLLEGE,"261,885",2015
1504,PRESTON COLLEGE,"31,901",2015
1505,REASEHEATH COLLEGE,"326,701",2015
1506,REDBRIDGE COLLEGE,"20,699",2015
1507,RICHARD HUISH COLLEGE,"24,089",2015
1508,RICHMOND ADULT COMMUNITY COLLEGE (RACC),"24,045",2015
1509,RICHMOND UPON THAMES COLLEGE,"86,869",2015
1510,RIVERSIDE COLLEGE,"144,091",2015
1511,RNN GROUP,"430,088",2015
1512,RUNSHAW COLLEGE,"183,303",2015
1513,RUSKIN COLLEGE,"47,379",2015
1514,SALFORD CITY COLLEGE,"29,274",2015
1515,SANDWELL COLLEGE,"30,647",2015
1516,SEEVIC COLLEGE,"44,795",2015
1517,SELBY COLLEGE,"152,089",2015
1518,THE SHEFFIELD COLLEGE,"539,550",2015
1519,SHREWSBURY COLLEGE OF ARTS & TECHNOLOGY,"79,007",2015
1520,SOLIHULL COLLEGE,"451,101",2015
1521,SOMERSET COLLEGE,"333,704",2015
1522,SOUTH & CITY COLLEGE BIRMINGHAM,"246,853",2015
1523,SOUTH CHESHIRE COLLEGE,"97,683",2015
1524,SOUTH DEVON COLLEGE,"175,155",2015
1525,SOUTH DOWNS COLLEGE,"187,753",2015
1526,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"332,272",2015
1527,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"100,379",2015
1528,SOUTH LEICESTERSHIRE COLLEGE,"64,748",2015
1529,SOUTH THAMES COLLEGE,"128,878",2015
1530,SOUTH TYNESIDE COLLEGE,"709,180",2015
1531,SOUTH WORCESTERSHIRE COLLEGE,"24,641",2015
1532,SOUTHAMPTON CITY COLLEGE,"56,347",2015
1533,SOUTHPORT COLLEGE,"119,532",2015
1534,SPARSHOLT COLLEGE,"593,901",2015
1535,ST HELENS COLLEGE,"983,641",2015
1536,ST MARY'S COLLEGE,974,2015
1537,STEPHENSON COLLEGE,"139,846",2015
1538,STOCKPORT COLLEGE,"339,791",2015
1539,STRATFORD-UPON-AVON COLLEGE,"18,350",2015
1540,STRODE COLLEGE,"86,005",2015
1541,SUNDERLAND COLLEGE,"265,031",2015
1542,SUSSEX COAST COLLEGE HASTINGS,"73,023",2015
1543,SUSSEX DOWNS COLLEGE,"162,773",2015
1544,SWINDON COLLEGE,"190,437",2015
1545,TAMESIDE COLLEGE,"151,669",2015
1546,TELFORD COLLEGE OF ARTS & TECHNOLOGY,"108,261",2015
1547,TOWER HAMLETS COLLEGE,"124,988",2015
1548,TRAFFORD COLLEGE,"271,601",2015
1549,TRESHAM COLLEGE OF FURTHER AND HIGHER EDUCATION,"127,056",2015
1550,TRURO AND PENWITH COLLEGE,"139,127",2015
1551,TYNE METROPOLITAN COLLEGE,"513,714",2015
1552,UXBRIDGE COLLEGE,"231,330",2015
1553,WAKEFIELD COLLEGE,"433,420",2015
1554,WALSALL COLLEGE,"75,067",2015
1555,WALTHAM FOREST COLLEGE,"181,818",2015
1556,WARRINGTON COLLEGIATE,"517,650",2015
1557,WARWICKSHIRE COLLEGE,"1,410,455",2015
1558,WEST CHESHIRE COLLEGE,"86,092",2015
1559,WEST HERTS COLLEGE,"97,641",2015
1560,WEST KENT AND ASHFORD COLLEGE,"66,355",2015
1561,WEST NOTTINGHAMSHIRE COLLEGE,"485,109",2015
1562,WEST THAMES COLLEGE,"299,913",2015
1563,WESTMINSTER KINGSWAY COLLEGE,"92,482",2015
1564,WESTON COLLEGE OF FURTHER AND HIGHER EDUCATION,"144,649",2015
1565,WEYMOUTH COLLEGE,"81,805",2015
1566,WIGAN AND LEIGH COLLEGE,"618,474",2015
1567,WILTSHIRE COLLEGE,"446,466",2015
1568,WIRRAL METROPOLITAN COLLEGE,"351,509",2015
1569,YEOVIL COLLEGE,"529,402",2015
1570,YORK COLLEGE,"332,960",2015
1571,OVERALL TOTAL,"3,073,784,914",2015
1572,HIGHER EDUCATION INSTITUTIONS TOTAL,"3,011,063,704",2015
1573,FURTHER EDUCATION AND SIXTH FORM COLLEGES TOTAL,"62,721,210",2015
1574,ANGLIA RUSKIN UNIVERSITY,"15,798,661",2016
1575,THE ARTS UNIVERSITY BOURNEMOUTH,"1,892,898",2016
1576,"UNIVERSITY OF THE ARTS, LONDON","21,177,234",2016
1577,ASTON UNIVERSITY,"14,553,902",2016
1578,THE UNIVERSITY OF BATH,"27,043,535",2016
1579,BATH SPA UNIVERSITY,"4,323,126",2016
1580,UNIVERSITY OF BEDFORDSHIRE,"7,252,207",2016
1581,BIRKBECK COLLEGE,"16,269,626",2016
1582,THE UNIVERSITY OF BIRMINGHAM,"71,949,587",2016
1583,UNIVERSITY COLLEGE BIRMINGHAM,"3,000,698",2016
1584,BIRMINGHAM CITY UNIVERSITY,"13,917,521",2016
1585,BISHOP GROSSETESTE UNIVERSITY,"783,243",2016
1586,THE UNIVERSITY OF BOLTON,"4,135,697",2016
1587,BOURNEMOUTH UNIVERSITY,"10,748,142",2016
1588,THE UNIVERSITY OF BRADFORD,"12,079,792",2016
1589,UNIVERSITY OF BRIGHTON,"17,460,707",2016
1590,UNIVERSITY OF BRISTOL,"78,663,155",2016
1591,THE BRITISH SCHOOL OF OSTEOPATHY,"940,378",2016
1592,BRUNEL UNIVERSITY LONDON,"20,787,225",2016
1593,BUCKINGHAMSHIRE NEW UNIVERSITY,"3,657,391",2016
1594,UNIVERSITY OF CAMBRIDGE,"142,663,058",2016
1595,CANTERBURY CHRIST CHURCH UNIVERSITY,"7,922,546",2016
1596,UNIVERSITY OF CENTRAL LANCASHIRE,"19,870,130",2016
1597,UNIVERSITY OF CHESTER,"8,142,530",2016
1598,THE UNIVERSITY OF CHICHESTER,"3,138,427",2016
1599,"CITY, UNIVERSITY OF LONDON","19,975,352",2016
1600,THE CONSERVATOIRE FOR DANCE AND DRAMA,"6,618,440",2016
1601,COURTAULD INSTITUTE OF ART,"3,708,857",2016
1602,COVENTRY UNIVERSITY,"20,767,502",2016
1603,CRANFIELD UNIVERSITY,"18,799,947",2016
1604,UNIVERSITY FOR THE CREATIVE ARTS,"3,408,150",2016
1605,THE UNIVERSITY OF CUMBRIA,"2,899,093",2016
1606,DE MONTFORT UNIVERSITY,"15,622,288",2016
1607,UNIVERSITY OF DERBY,"11,006,729",2016
1608,UNIVERSITY OF DURHAM,"35,322,705",2016
1609,THE UNIVERSITY OF EAST ANGLIA,"28,850,571",2016
1610,UNIVERSITY OF EAST LONDON,"13,337,819",2016
1611,EDGE HILL UNIVERSITY,"6,269,141",2016
1612,THE UNIVERSITY OF ESSEX,"15,889,764",2016
1613,UNIVERSITY OF EXETER,"38,538,029",2016
1614,FALMOUTH UNIVERSITY,"4,128,468",2016
1615,UNIVERSITY OF GLOUCESTERSHIRE,"4,408,719",2016
1616,GOLDSMITHS' COLLEGE,"10,924,629",2016
1617,UNIVERSITY OF GREENWICH,"16,725,452",2016
1618,GUILDHALL SCHOOL OF MUSIC & DRAMA,"5,639,980",2016
1619,HARPER ADAMS UNIVERSITY,"8,904,195",2016
1620,UNIVERSITY OF HERTFORDSHIRE,"17,400,055",2016
1621,HEYTHROP COLLEGE,"418,573",2016
1622,THE UNIVERSITY OF HUDDERSFIELD,"15,652,643",2016
1623,THE UNIVERSITY OF HULL,"19,958,044",2016
1624,IMPERIAL COLLEGE LONDON,"126,308,661",2016
1625,THE INSTITUTE OF CANCER RESEARCH,"17,655,172",2016
1626,UNIVERSITY OF KEELE,"16,086,797",2016
1627,THE UNIVERSITY OF KENT,"25,853,005",2016
1628,KING'S COLLEGE LONDON,"110,595,945",2016
1629,KINGSTON UNIVERSITY,"18,737,393",2016
1630,THE UNIVERSITY OF LANCASTER,"28,344,200",2016
1631,THE UNIVERSITY OF LEEDS,"74,067,098",2016
1632,LEEDS BECKETT UNIVERSITY,"13,283,134",2016
1633,LEEDS COLLEGE OF ART,"837,875",2016
1634,LEEDS TRINITY UNIVERSITY,"1,279,429",2016
1635,THE UNIVERSITY OF LEICESTER,"36,297,690",2016
1636,UNIVERSITY OF LINCOLN,"10,235,350",2016
1637,THE UNIVERSITY OF LIVERPOOL,"60,538,641",2016
1638,LIVERPOOL HOPE UNIVERSITY,"3,327,734",2016
1639,THE LIVERPOOL INSTITUTE FOR PERFORMING ARTS,"865,009",2016
1640,LIVERPOOL JOHN MOORES UNIVERSITY,"19,302,573",2016
1641,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"8,777,649",2016
1642,UNIVERSITY COLLEGE LONDON,"176,575,944",2016
1643,UNIVERSITY OF LONDON,"9,032,857",2016
1644,LONDON BUSINESS SCHOOL,"6,113,125",2016
1645,LONDON METROPOLITAN UNIVERSITY,"11,244,934",2016
1646,THE LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,"23,412,882",2016
1647,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,"21,942,429",2016
1648,LONDON SOUTH BANK UNIVERSITY,"12,205,984",2016
1649,LOUGHBOROUGH UNIVERSITY,"30,661,210",2016
1650,THE UNIVERSITY OF MANCHESTER,"105,817,426",2016
1651,MANCHESTER METROPOLITAN UNIVERSITY,"22,348,736",2016
1652,MIDDLESEX UNIVERSITY,"16,400,850",2016
1653,THE NATIONAL FILM AND TELEVISION SCHOOL,"1,593,718",2016
1654,UNIVERSITY OF NEWCASTLE UPON TYNE,"61,835,735",2016
1655,NEWMAN UNIVERSITY,"1,169,626",2016
1656,THE UNIVERSITY OF NORTHAMPTON,"6,402,012",2016
1657,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,"17,200,667",2016
1658,NORWICH UNIVERSITY OF THE ARTS,"1,526,066",2016
1659,THE UNIVERSITY OF NOTTINGHAM,"81,787,402",2016
1660,NOTTINGHAM TRENT UNIVERSITY,"17,784,427",2016
1661,THE OPEN UNIVERSITY,"71,500,745",2016
1662,THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES,"8,036,168",2016
1663,UNIVERSITY OF OXFORD,"160,066,086",2016
1664,OXFORD BROOKES UNIVERSITY,"12,855,289",2016
1665,UNIVERSITY OF PLYMOUTH,"28,000,774",2016
1666,PLYMOUTH COLLEGE OF ART,"997,257",2016
1667,UNIVERSITY OF PORTSMOUTH,"20,130,501",2016
1668,QUEEN MARY UNIVERSITY OF LONDON,"62,000,451",2016
1669,RAVENSBOURNE,"2,398,978",2016
1670,THE UNIVERSITY OF READING,"25,380,758",2016
1671,ROEHAMPTON UNIVERSITY,"9,469,926",2016
1672,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE,"1,453,762",2016
1673,THE ROYAL ACADEMY OF MUSIC,"4,808,397",2016
1674,THE ROYAL AGRICULTURAL UNIVERSITY,"1,880,497",2016
1675,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,"5,791,127",2016
1676,THE ROYAL COLLEGE OF ART,"11,797,174",2016
1677,ROYAL COLLEGE OF MUSIC,"5,361,598",2016
1678,"ROYAL HOLLOWAY, UNIVERSITY OF LONDON","17,886,032",2016
1679,ROYAL NORTHERN COLLEGE OF MUSIC,"4,816,459",2016
1680,THE ROYAL VETERINARY COLLEGE,"20,089,160",2016
1681,THE UNIVERSITY OF SALFORD,"17,017,501",2016
1682,THE UNIVERSITY OF SHEFFIELD,"69,637,282",2016
1683,SHEFFIELD HALLAM UNIVERSITY,"17,042,271",2016
1684,UNIVERSITY OF SOUTHAMPTON,"66,491,415",2016
1685,SOUTHAMPTON SOLENT UNIVERSITY,"7,903,688",2016
1686,UNIVERSITY OF ST MARK & ST JOHN,"854,136",2016
1687,"ST MARY'S UNIVERSITY, TWICKENHAM","3,252,541",2016
1688,"ST. GEORGE'S, UNIVERSITY OF LONDON","14,753,609",2016
1689,STAFFORDSHIRE UNIVERSITY,"12,126,447",2016
1690,UNIVERSITY OF SUFFOLK,"2,447,747",2016
1691,UNIVERSITY OF SUNDERLAND,"8,052,264",2016
1692,THE UNIVERSITY OF SURREY,"26,545,705",2016
1693,UNIVERSITY OF SUSSEX,"24,630,046",2016
1694,TEESSIDE UNIVERSITY,"13,332,919",2016
1695,TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,"6,293,312",2016
1696,THE UNIVERSITY OF WARWICK,"51,880,266",2016
1697,THE UNIVERSITY OF WEST LONDON,"5,612,103",2016
1698,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","15,770,158",2016
1699,THE UNIVERSITY OF WESTMINSTER,"18,275,964",2016
1700,UNIVERSITY OF WINCHESTER,"2,899,130",2016
1701,THE UNIVERSITY OF WOLVERHAMPTON,"15,078,439",2016
1702,UNIVERSITY OF WORCESTER,"4,921,735",2016
1703,WRITTLE UNIVERSITY COLLEGE,"1,185,213",2016
1704,UNIVERSITY OF YORK,"34,888,017",2016
1705,YORK ST JOHN UNIVERSITY,"2,085,310",2016
1706,ABINGDON AND WITNEY COLLEGE,"54,992",2016
1707,ACCRINGTON AND ROSSENDALE COLLEGE,"239,462",2016
1708,ACTIVATE LEARNING,"136,694",2016
1709,AMERSHAM & WYCOMBE COLLEGE,"148,320",2016
1710,ASHTON SIXTH FORM COLLEGE,"6,091",2016
1711,ASKHAM BRYAN COLLEGE,"818,644",2016
1712,AYLESBURY COLLEGE,"11,502",2016
1713,BARKING AND DAGENHAM COLLEGE,"351,641",2016
1714,BARNET & SOUTHGATE COLLEGE,"282,251",2016
1715,BARNFIELD COLLEGE,"135,379",2016
1716,BARNSLEY COLLEGE,"494,251",2016
1717,BASINGSTOKE COLLEGE OF TECHNOLOGY,"140,789",2016
1718,BATH COLLEGE,"231,208",2016
1719,BEDFORD COLLEGE,"726,247",2016
1720,THE BERKSHIRE COLLEGE OF AGRICULTURE (BCA),"69,401",2016
1721,BEXHILL COLLEGE,"2,462",2016
1722,BIRMINGHAM METROPOLITAN COLLEGE,"355,389",2016
1723,BISHOP AUCKLAND COLLEGE,"56,866",2016
1724,BISHOP BURTON COLLEGE,"919,857",2016
1725,BLACKBURN COLLEGE,"1,574,069",2016
1726,BLACKPOOL AND THE FYLDE COLLEGE,"2,441,239",2016
1727,BMC (BROOKSBY MELTON COLLEGE),"225,154",2016
1728,BOLTON COLLEGE,"161,393",2016
1729,BOSTON COLLEGE,"136,217",2016
1730,THE BOURNEMOUTH AND POOLE COLLEGE,"282,750",2016
1731,BOURNVILLE COLLEGE,"75,570",2016
1732,BRADFORD COLLEGE,"1,695,495",2016
1733,BRIDGWATER AND TAUNTON COLLEGE,"882,110",2016
1734,BROCKENHURST COLLEGE,"24,532",2016
1735,BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION,"225,351",2016
1736,BROOKLANDS COLLEGE,"36,771",2016
1737,BURNLEY COLLEGE,"574,993",2016
1738,BURTON AND SOUTH DERBYSHIRE COLLEGE,"70,261",2016
1739,BURY COLLEGE,"158,869",2016
1740,CALDERDALE COLLEGE,"222,485",2016
1741,CAMBRIDGE REGIONAL COLLEGE,"45,783",2016
1742,CANTERBURY COLLEGE,"251,431",2016
1743,CARDINAL NEWMAN COLLEGE,"8,934",2016
1744,CARLISLE COLLEGE,"75,335",2016
1745,CARSHALTON COLLEGE,"195,297",2016
1746,CENTRAL BEDFORDSHIRE COLLEGE,"64,897",2016
1747,CENTRAL COLLEGE NOTTINGHAM,"398,652",2016
1748,CENTRAL SUSSEX COLLEGE,"231,950",2016
1749,CHESTERFIELD COLLEGE,"486,509",2016
1750,CHICHESTER COLLEGE,"360,558",2016
1751,CIRENCESTER COLLEGE,"24,632",2016
1752,CITY COLLEGE BRIGHTON AND HOVE,"149,004",2016
1753,CITY COLLEGE COVENTRY,"27,116",2016
1754,CITY COLLEGE NORWICH,"736,714",2016
1755,CITY COLLEGE PLYMOUTH,"508,967",2016
1756,CITY OF BRISTOL COLLEGE,"463,473",2016
1757,THE CITY OF LIVERPOOL COLLEGE,"564,528",2016
1758,CITY OF WESTMINSTER COLLEGE,"299,428",2016
1759,CITY OF WOLVERHAMPTON COLLEGE,"245,056",2016
1760,CLEVELAND COLLEGE OF ART AND DESIGN,"408,762",2016
1761,COLCHESTER INSTITUTE,"508,404",2016
1762,CORNWALL COLLEGE,"819,035",2016
1763,CRAVEN COLLEGE,"245,509",2016
1764,CROYDON COLLEGE,"511,584",2016
1765,DEARNE VALLEY COLLEGE,"98,718",2016
1766,DERBY COLLEGE,"274,781",2016
1767,DONCASTER COLLEGE,"633,698",2016
1768,DUDLEY COLLEGE,"291,799",2016
1769,"EALING, HAMMERSMITH & WEST LONDON COLLEGE","67,111",2016
1770,EAST BERKSHIRE COLLEGE,"250,024",2016
1771,EAST RIDING COLLEGE,"139,400",2016
1772,EAST SURREY COLLEGE,"100,580",2016
1773,EASTLEIGH COLLEGE,"87,593",2016
1774,EXETER COLLEGE,"354,921",2016
1775,FAREHAM COLLEGE,"126,066",2016
1776,FARNBOROUGH COLLEGE OF TECHNOLOGY,"255,776",2016
1777,FURNESS COLLEGE,"244,819",2016
1778,GATESHEAD COLLEGE,"497,950",2016
1779,GLOUCESTERSHIRE COLLEGE,"358,468",2016
1780,GRANTHAM COLLEGE,"55,502",2016
1781,GRIMSBY INSTITUTE OF FURTHER AND HIGHER EDUCATION,"1,242,460",2016
1782,GUILDFORD COLLEGE,"389,020",2016
1783,HADLOW COLLEGE,"133,432",2016
1784,HALESOWEN COLLEGE,"131,212",2016
1785,"THE COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON","76,577",2016
1786,HARLOW COLLEGE,"11,530",2016
1787,HARROW COLLEGE,"133,408",2016
1788,HARTPURY COLLEGE,"1,400,918",2016
1789,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"679,927",2016
1790,HEART OF WORCESTERSHIRE COLLEGE,"1,280,012",2016
1791,HENLEY COLLEGE COVENTRY,"171,903",2016
1792,HEREFORD COLLEGE OF ARTS,"265,979",2016
1793,HEREFORDSHIRE AND LUDLOW COLLEGE,"24,180",2016
1794,HERTFORD REGIONAL COLLEGE,"61,254",2016
1795,HIGHBURY COLLEGE PORTSMOUTH,"176,286",2016
1796,HOLY CROSS COLLEGE,"192,934",2016
1797,HOPWOOD HALL COLLEGE,"139,757",2016
1798,HUGH BAIRD COLLEGE,"282,193",2016
1799,HULL COLLEGE,"942,543",2016
1800,HUNTINGDONSHIRE REGIONAL COLLEGE,"14,020",2016
1801,KENDAL COLLEGE,"85,017",2016
1802,KENSINGTON AND CHELSEA COLLEGE,"37,063",2016
1803,KING EDWARD VI COLLEGE NUNEATON,"11,365",2016
1804,KINGSTON COLLEGE,"669,479",2016
1805,KINGSTON MAURWARD COLLEGE,"95,442",2016
1806,KIRKLEES COLLEGE,"411,962",2016
1807,KNOWSLEY COMMUNITY COLLEGE,"51,680",2016
1808,LAKES COLLEGE WEST CUMBRIA,"607,080",2016
1809,LANCASTER AND MORECAMBE COLLEGE,"134,724",2016
1810,LEEDS CITY COLLEGE,"1,299,490",2016
1811,LEEDS COLLEGE OF BUILDING,"289,572",2016
1812,LEICESTER COLLEGE,"497,883",2016
1813,LEWISHAM SOUTHWARK COLLEGE,"89,573",2016
1814,LINCOLN COLLEGE,"296,289",2016
1815,LOUGHBOROUGH COLLEGE,"743,771",2016
1816,MACCLESFIELD COLLEGE,"91,618",2016
1817,THE MANCHESTER COLLEGE,"975,669",2016
1818,MID-CHESHIRE COLLEGE,"227,480",2016
1819,MID-KENT COLLEGE,"447,420",2016
1820,MILTON KEYNES COLLEGE,"144,110",2016
1821,MOULTON COLLEGE,"614,048",2016
1822,MYERSCOUGH COLLEGE,"786,894",2016
1823,NCG,"2,323,152",2016
1824,NELSON AND COLNE COLLEGE,"249,297",2016
1825,NEW COLLEGE DURHAM,"792,486",2016
1826,NEW COLLEGE NOTTINGHAM (NCN),"512,180",2016
1827,NEW COLLEGE PONTEFRACT,"16,774",2016
1828,NEW COLLEGE STAMFORD,"254,500",2016
1829,NEW COLLEGE SWINDON,"116,494",2016
1830,NEW COLLEGE TELFORD,"17,230",2016
1831,NEWBURY COLLEGE,"173,107",2016
1832,NEWCASTLE-UNDER-LYME COLLEGE (NULC),"38,779",2016
1833,NEWHAM COLLEGE OF FURTHER EDUCATION,"448,102",2016
1834,NORTH EAST SURREY COLLEGE OF TECHNOLOGY (NESCOT),"364,693",2016
1835,NORTH HERTFORDSHIRE COLLEGE,"45,192",2016
1836,NORTH KENT COLLEGE,"187,325",2016
1837,NORTH LINDSEY COLLEGE,"853,101",2016
1838,NORTH WARWICKSHIRE AND SOUTH LEICESTERSHIRE COLLEGE,"329,465",2016
1839,THE COLLEGE OF NORTH WEST LONDON,"135,992",2016
